industry_type,service_type,priority_score,is_walk_in,party_size,age_bracket,queue_length_ahead,active_counters,hour_of_day,day_of_week,calendar_load_factor,rolling_velocity_mins,queuing_theory_baseline,actual_wait_mins
4,2,1,1,1,2,31,7,21,5,0.36,34.53,152.92,167.0
3,1,2,0,4,1,22,7,21,4,0.26,10.43,27.86,31.0
4,1,5,0,1,1,44,5,13,4,0.61,12.91,45.44,50.8
1,1,2,1,1,1,19,1,10,1,0.58,15.38,248.39,277.2
0,0,1,0,1,0,47,5,21,1,0.24,8.92,83.85,86.0
4,1,1,1,2,0,48,6,17,5,0.56,24.4,195.2,215.7
4,1,2,0,1,1,26,1,14,2,0.78,12.25,270.72,300.0
5,0,3,1,1,2,28,3,15,3,0.98,7.58,49.52,60.1
2,1,4,1,1,2,22,2,9,6,0.11,37.07,224.27,228.4
1,1,5,1,1,1,47,3,18,0,0.51,19.29,120.88,130.2
4,0,1,0,1,2,49,2,14,3,0.8,6.55,160.48,182.5
1,0,4,1,1,1,39,2,18,0,0.7,7.85,84.19,93.7
5,2,1,0,1,2,28,6,12,1,0.41,24.07,112.33,120.2
4,0,2,1,1,1,14,2,11,1,0.91,7.48,44.51,53.6
2,0,2,0,1,1,32,2,13,5,0.26,10.72,145.79,150.4
4,0,1,1,1,1,31,4,18,3,0.98,8.07,62.54,72.5
4,1,1,1,1,1,39,5,18,0,0.85,18.51,144.38,164.7
0,2,1,1,1,0,42,4,18,2,0.21,41.19,432.5,300.0
5,0,3,1,3,0,22,4,15,6,0.22,8.79,33.84,38.4
2,2,5,0,2,1,34,7,17,6,0.13,49.92,96.99,99.9
4,0,1,1,1,2,41,1,9,5,0.48,10.47,429.27,300.0
1,1,3,1,2,1,48,2,19,3,0.14,24.26,407.57,300.0
4,0,2,1,1,0,14,3,14,3,0.5,8.9,35.3,41.3
1,1,1,1,1,1,2,4,8,1,0.69,19.13,9.56,8.7
0,2,1,1,1,1,10,3,9,4,0.42,39.97,133.23,143.5
5,0,2,0,1,1,25,6,11,6,0.25,4.34,15.37,18.4
0,0,3,1,4,1,2,5,16,2,0.36,18.31,5.13,10.1
1,1,1,1,1,1,43,1,17,6,0.64,15.67,673.81,300.0
5,0,3,1,1,0,40,3,21,6,0.68,8.29,77.37,87.0
5,0,1,1,2,1,40,6,8,5,0.82,7.37,49.13,59.2
2,2,4,1,2,1,28,2,9,0,0.7,50.0,385.0,300.0
3,1,2,1,1,1,27,4,16,0,0.81,10.02,57.49,68.7
2,0,4,1,1,1,13,4,15,3,0.83,16.51,29.51,35.0
1,2,2,1,1,1,39,6,11,2,0.13,33.61,185.7,195.7
1,0,2,1,1,2,11,4,12,3,0.96,9.45,22.09,30.8
3,2,3,0,3,1,35,7,11,4,0.58,18.22,63.77,69.8
4,0,1,1,1,1,10,3,12,5,0.9,8.44,28.13,31.1
4,0,1,1,1,2,19,3,16,1,0.98,10.39,65.8,77.4
4,1,5,0,1,1,30,2,20,1,0.51,15.39,92.34,100.4
0,1,1,1,1,1,45,3,19,4,0.96,16.93,253.95,293.4
2,1,4,1,3,0,44,7,9,3,0.58,44.33,153.26,168.9
0,0,2,0,1,2,3,4,14,6,0.84,9.99,6.37,7.1
2,0,1,1,1,1,31,1,10,6,0.55,14.9,461.9,300.0
2,1,2,1,3,1,8,5,15,2,0.87,36.25,49.3,59.8
4,2,2,1,1,1,45,6,10,0,0.31,27.54,175.57,185.7
1,1,1,1,1,1,10,6,20,6,0.35,20.24,33.73,35.9
0,0,3,1,2,1,25,6,17,3,0.95,12.08,35.23,43.5
0,1,1,1,4,2,46,3,20,4,0.13,32.5,498.33,300.0
4,1,1,1,1,0,44,2,9,0,0.44,16.68,366.96,300.0
3,0,2,0,1,1,33,7,21,5,0.79,3.0,12.02,10.3
0,1,4,1,1,2,49,6,15,3,0.82,25.48,114.45,128.4
0,1,3,1,1,2,36,5,8,4,0.85,25.78,129.93,150.3
3,0,1,0,2,1,4,2,20,3,0.58,3.32,6.64,8.6
0,1,2,1,1,1,29,1,11,2,0.59,19.67,484.87,300.0
4,1,3,1,3,1,3,2,11,4,0.29,26.4,27.72,34.2
3,2,1,1,1,1,40,2,13,5,0.95,15.07,301.4,300.0
0,0,3,1,1,1,42,1,21,5,0.15,11.97,351.92,300.0
0,1,2,0,2,0,32,5,9,1,0.59,17.15,93.3,99.4
5,0,5,1,1,1,35,7,18,6,0.52,6.15,12.3,15.8
1,1,2,1,1,1,43,6,21,5,0.59,19.12,116.47,128.4
1,0,4,0,1,1,26,3,8,3,0.22,5.13,24.45,27.0
4,0,2,1,1,1,33,5,9,6,0.26,7.02,39.38,43.4
5,0,3,1,1,2,47,4,21,6,0.48,9.12,75.01,81.5
5,1,2,1,4,2,27,2,20,4,0.52,24.59,282.17,300.0
4,1,2,1,1,2,24,6,19,3,0.86,21.24,72.22,83.0
1,1,1,1,2,2,22,6,14,3,0.55,29.13,106.81,122.3
0,1,3,0,1,1,12,6,8,1,0.86,18.2,25.48,31.9
4,1,2,1,1,2,41,3,19,3,0.84,23.31,270.78,300.0
2,0,2,0,3,1,47,1,13,3,0.88,17.59,702.72,300.0
2,1,1,0,1,1,30,3,20,1,0.18,21.8,218.0,224.9
5,0,3,0,1,2,28,5,9,4,0.46,5.13,20.11,23.0
0,0,3,1,1,1,22,4,14,3,0.44,10.99,42.31,44.9
2,0,2,1,3,1,22,4,18,4,0.54,18.15,84.85,93.2
0,1,3,1,1,1,44,1,11,1,0.47,18.39,566.41,300.0
2,1,4,1,3,1,36,6,10,1,0.29,42.61,140.61,145.4
0,1,2,1,1,1,28,2,12,6,0.82,20.62,245.38,277.7
0,0,3,1,1,1,44,6,19,4,0.35,9.42,48.36,54.6
0,1,4,1,1,1,11,6,8,6,0.61,20.82,20.99,27.9
3,1,2,0,2,1,31,4,18,5,0.85,6.31,41.57,48.6
3,0,1,1,4,1,47,5,8,6,0.97,8.73,82.06,95.9
2,0,1,0,1,1,0,5,9,1,0.28,13.3,2.0,6.1
5,0,3,1,1,1,18,6,16,0,0.39,7.84,16.46,20.0
1,1,2,1,1,1,23,1,9,4,0.63,16.67,325.9,300.0
1,0,1,1,1,1,39,1,12,3,0.7,9.08,354.12,300.0
4,0,1,1,1,2,24,4,12,3,0.85,9.85,59.1,68.8
0,0,2,1,1,1,40,3,14,0,0.17,10.86,123.08,126.8
5,1,2,0,1,1,6,7,10,1,0.2,9.42,6.86,10.8
0,0,5,1,1,2,25,2,19,2,0.52,12.64,63.2,67.8
5,2,1,0,1,1,17,2,16,4,0.9,17.34,147.39,167.1
0,0,1,1,1,1,4,6,19,0,0.74,10.6,7.07,10.4
4,0,5,0,1,2,42,7,17,0,0.33,5.55,13.32,15.4
2,1,1,0,4,1,35,6,18,2,0.36,43.27,252.41,267.6
5,2,3,0,2,1,28,7,21,3,0.57,22.25,62.3,67.3
0,2,4,0,1,1,7,7,9,4,0.61,33.34,18.34,21.0
2,0,1,0,2,2,19,2,20,1,0.31,16.02,152.19,158.7
5,0,2,1,2,2,41,5,16,3,0.86,10.55,73.53,86.1
2,1,4,0,3,1,27,3,12,0,0.15,35.39,175.18,180.6
3,0,3,0,2,1,44,2,19,2,0.45,3.0,46.2,50.6
3,1,4,1,2,1,18,3,20,5,0.83,10.41,34.35,38.8
2,0,4,0,2,1,13,5,18,1,0.49,14.42,20.62,21.3
3,1,2,1,3,1,39,3,11,5,0.11,13.52,149.4,155.6
2,2,1,0,1,1,48,6,20,1,1.0,40.1,320.8,300.0
5,0,2,0,1,1,19,5,21,5,0.48,4.06,13.11,13.2
0,1,1,0,3,2,8,7,9,5,0.78,28.14,32.16,39.8
1,0,2,1,3,1,22,6,8,0,0.77,11.22,34.97,39.2
5,0,1,1,3,1,4,4,21,4,0.25,9.75,9.75,12.8
4,1,2,0,1,1,15,7,10,1,0.58,14.06,25.61,33.0
2,2,1,1,2,1,25,3,8,0,0.48,50.0,416.67,300.0
3,2,2,1,1,2,20,3,17,2,0.24,23.02,130.45,138.9
1,1,1,1,1,1,28,6,11,6,0.69,19.32,90.16,100.8
0,1,2,0,2,1,0,3,13,5,0.13,18.98,2.0,1.5
2,0,2,1,2,1,14,3,12,2,0.75,16.65,66.04,77.4
1,1,1,1,1,2,33,6,13,0,0.35,22.46,123.53,132.5
2,0,5,1,4,0,40,6,21,6,0.35,25.92,69.12,77.3
0,1,2,1,1,1,35,5,10,5,0.14,21.44,127.57,134.9
5,1,3,1,2,1,10,4,11,2,0.6,17.08,29.89,33.2
5,1,1,1,1,1,42,5,11,3,0.91,14.1,118.44,139.8
3,0,3,1,4,1,7,6,20,2,0.78,8.81,7.19,10.1
2,1,3,1,6,1,45,1,20,2,0.92,50.0,1575.0,300.0
1,1,3,1,4,1,5,7,8,2,0.7,28.01,14.0,17.1
4,0,1,1,1,0,23,6,16,6,0.65,8.0,30.67,38.6
3,0,2,0,2,1,42,6,20,3,0.56,3.0,17.85,20.3
0,1,1,1,1,2,12,3,15,6,0.79,23.39,93.56,106.4
5,2,3,1,1,1,29,3,8,2,0.43,21.48,145.35,154.4
4,0,3,1,1,1,30,6,10,6,0.44,8.26,28.91,32.2
5,0,5,0,1,1,46,6,13,4,0.39,3.89,11.93,14.8
3,0,4,1,3,0,37,1,14,1,0.57,6.91,140.62,158.9
3,2,4,0,8,1,40,7,21,1,0.16,35.48,111.51,115.3
2,1,2,1,1,1,24,6,21,1,0.63,26.01,88.43,101.0
5,1,1,1,1,1,35,1,14,1,0.37,13.51,472.85,300.0
4,0,4,1,1,1,4,5,15,1,0.75,8.74,3.85,4.1
0,0,4,1,1,1,11,1,17,0,0.86,11.15,67.46,75.4
0,1,2,1,2,2,21,2,15,6,0.76,26.97,240.71,268.8
1,2,2,1,2,1,44,2,10,5,0.2,39.61,740.71,300.0
4,0,1,1,1,1,20,5,8,4,0.41,6.81,27.24,30.4
5,2,2,1,1,1,25,6,15,2,0.36,24.39,86.38,94.2
0,0,3,1,2,1,26,4,21,2,0.4,11.25,51.19,53.9
2,0,5,1,4,1,20,2,16,6,0.35,26.47,105.88,114.4
1,2,2,1,2,2,35,3,10,3,0.37,47.67,472.73,300.0
5,1,2,1,2,2,38,5,13,4,0.18,19.65,126.94,132.3
4,1,3,0,1,1,22,7,20,0,0.97,14.87,32.71,37.7
4,2,4,0,1,0,25,6,15,2,0.69,25.81,59.15,65.6
2,1,3,1,1,1,3,5,12,2,0.55,28.37,11.92,14.2
2,0,2,1,1,0,45,2,13,5,0.47,13.98,267.37,290.6
1,1,4,1,1,1,36,7,19,5,0.88,20.7,58.55,65.0
0,1,3,1,1,2,28,4,18,0,0.72,22.85,111.96,124.7
4,1,1,1,2,1,35,5,18,5,0.74,20.15,141.05,160.4
4,1,5,0,1,1,22,3,20,4,0.65,13.92,40.83,45.8
5,1,3,0,3,1,16,6,9,0,0.83,13.17,24.58,29.4
5,2,2,1,1,2,8,1,9,0,0.9,28.2,191.76,219.2
2,1,1,0,2,1,3,1,16,3,0.61,31.06,93.18,104.5
4,1,1,1,1,2,31,4,15,6,0.39,22.15,171.66,183.3
5,1,5,1,1,2,14,2,18,1,0.89,16.18,45.3,52.2
4,1,3,1,1,0,33,2,21,0,0.66,16.97,196.0,214.4
0,2,1,1,1,1,17,3,8,5,0.78,36.64,207.63,232.3
2,1,3,1,1,2,2,6,16,1,0.21,35.32,8.24,13.3
0,2,1,0,1,1,18,7,17,5,0.25,30.29,77.89,81.7
5,1,2,1,1,2,27,3,15,5,0.21,16.97,129.82,134.0
3,1,2,1,2,1,10,4,11,5,0.5,9.63,20.46,23.4
0,1,4,1,1,1,32,4,17,5,0.97,16.61,73.08,83.8
3,1,1,1,8,1,28,5,19,5,0.41,22.06,123.54,133.5
3,0,1,1,1,1,14,2,15,1,0.58,4.8,33.6,39.1
1,0,3,1,1,1,19,6,20,1,0.93,8.28,18.35,25.3
0,0,5,1,1,0,14,2,8,0,0.77,10.37,29.04,34.2
3,0,3,1,3,2,6,4,18,1,0.55,10.28,10.79,14.3
2,0,3,1,1,0,28,7,9,1,0.18,16.13,45.16,47.9
4,0,2,0,1,1,49,2,13,4,0.33,4.4,91.63,99.0
2,2,2,1,4,1,16,4,21,0,0.38,50.0,170.0,183.1
4,2,1,1,2,1,27,6,17,0,0.19,36.22,162.99,170.3
2,1,1,1,2,1,18,5,18,2,0.45,34.39,123.8,134.0
2,0,2,1,2,0,28,2,17,0,0.92,20.84,248.0,283.7
4,0,5,1,1,1,6,4,21,6,0.52,7.7,4.62,8.0
2,1,3,0,2,1,32,5,11,0,0.53,30.94,138.61,152.8
0,0,4,0,2,1,36,3,12,2,0.86,9.42,62.17,70.2
0,0,1,0,4,2,9,6,11,3,0.32,15.28,22.92,27.8
4,0,2,1,1,1,26,1,15,2,0.25,7.87,173.93,183.5
3,1,3,0,2,2,2,2,15,1,0.77,9.66,6.76,8.2
3,0,1,1,2,2,40,2,17,3,0.41,7.1,142.0,152.0
0,0,1,0,1,1,18,6,12,4,0.74,8.93,26.79,33.7
0,2,2,0,2,1,1,6,14,3,0.68,42.2,5.98,10.8
0,1,3,1,1,2,24,7,18,5,0.85,20.23,48.55,56.9
1,0,2,1,1,0,7,1,8,1,0.66,10.51,62.53,73.2
2,0,4,1,2,1,27,7,9,5,0.7,15.48,32.84,37.7
1,1,2,1,1,1,31,7,14,4,0.85,18.93,71.26,84.9
2,0,3,1,2,2,31,7,16,3,0.88,23.09,71.58,83.0
5,1,1,0,3,1,2,2,17,1,0.51,12.94,12.94,17.1
1,0,2,0,1,1,3,4,9,1,0.32,6.73,4.29,7.9
2,0,1,1,2,0,30,2,19,0,0.31,19.67,295.05,300.0
4,0,1,1,1,2,6,6,12,6,0.35,11.0,11.0,12.9
1,0,5,1,1,1,30,4,18,0,0.54,7.82,23.46,26.6
3,2,2,1,2,1,24,6,11,2,0.55,22.87,77.76,86.3
4,1,1,1,2,1,1,2,20,6,0.34,17.68,8.84,10.5
5,2,2,0,3,1,36,4,10,0,0.39,27.0,206.55,221.8
0,1,3,1,1,1,24,3,17,0,0.87,18.99,106.34,120.4
5,1,4,0,1,0,35,1,12,1,0.11,11.64,224.07,229.0
2,0,1,1,1,1,29,1,12,2,0.94,16.36,474.44,300.0
1,1,2,1,1,1,43,7,19,4,0.83,20.56,107.35,123.1
2,2,1,1,1,1,10,1,19,5,0.66,47.33,473.3,300.0
5,0,2,1,1,1,36,2,12,0,0.58,6.08,93.02,102.1
2,0,3,1,2,1,24,6,18,0,0.43,17.4,48.72,52.2
1,0,3,1,1,1,34,2,17,1,0.42,7.9,94.01,101.2
3,1,1,1,2,2,46,1,20,5,0.49,11.47,527.62,300.0
0,1,1,1,1,0,3,2,9,2,0.47,18.27,27.4,33.7
0,2,5,1,1,1,37,4,10,5,0.78,35.66,131.94,152.0
0,0,1,1,1,1,4,5,14,6,0.39,11.33,9.06,9.2
0,2,3,1,1,2,17,2,16,2,0.73,47.56,282.98,300.0
0,0,3,1,1,1,37,1,8,5,0.52,12.54,324.79,300.0
0,0,3,1,2,2,9,6,18,0,0.93,18.02,18.92,22.7
3,0,3,0,1,1,17,5,14,3,0.16,3.0,7.14,7.5
0,0,2,0,1,0,31,6,15,4,0.23,9.33,40.97,43.6
1,0,1,0,1,1,27,3,16,4,0.87,5.97,53.73,62.0
4,1,2,1,1,1,9,4,12,0,0.53,16.63,31.8,36.7
2,1,2,0,2,0,45,4,16,0,0.48,34.64,331.24,300.0
3,2,3,1,3,1,37,7,11,4,0.46,25.41,94.02,102.0
0,1,4,1,1,1,30,4,10,1,0.69,20.37,84.03,95.5
0,0,2,0,1,1,46,5,10,1,0.48,9.19,71.87,74.7
0,0,5,1,1,0,39,3,19,4,0.47,12.24,63.65,67.6
0,1,1,0,1,0,39,3,9,5,0.15,14.71,191.23,193.2
1,1,1,1,1,2,47,1,8,5,1.0,23.15,1088.05,300.0
0,1,1,1,1,1,32,5,16,1,0.35,18.03,115.39,121.3
0,1,1,1,1,2,37,2,11,1,0.23,21.51,397.94,300.0
0,0,2,1,1,1,45,2,14,6,0.77,11.1,212.29,238.8
2,0,3,1,1,0,7,3,11,0,0.49,13.53,22.1,24.9
0,1,2,1,1,1,7,1,11,1,0.54,19.11,113.7,125.9
1,1,2,1,2,1,15,4,18,1,0.69,20.94,66.75,75.7
2,0,2,1,3,0,14,2,20,6,0.94,20.39,121.32,140.8
3,0,1,0,4,2,1,4,10,0,0.38,4.14,2.0,3.5
0,2,1,0,2,1,17,6,18,2,0.95,36.29,102.82,121.4
4,1,1,0,2,1,32,4,10,0,0.78,17.11,136.88,154.0
3,1,3,1,2,1,34,2,19,2,0.63,10.35,123.16,138.1
0,0,4,1,1,1,13,4,18,5,0.23,9.9,17.7,20.3
4,1,1,1,1,1,0,1,9,5,0.63,18.32,2.0,4.8
5,0,1,1,1,1,14,1,9,0,0.4,6.48,90.72,96.3
0,0,3,0,1,1,5,6,11,6,0.2,7.69,4.49,6.5
1,0,5,1,1,1,34,1,18,0,0.45,9.22,125.39,134.4
4,1,2,1,1,1,23,1,9,1,0.46,15.87,310.26,300.0
3,0,2,0,2,1,23,3,18,4,0.45,3.4,22.16,27.6
0,0,2,1,1,2,12,3,15,3,0.19,14.75,50.15,56.1
0,1,1,1,1,0,6,3,21,5,0.86,17.04,34.08,41.5
1,0,2,1,1,2,12,5,10,4,0.89,11.64,23.75,30.0
2,0,2,1,2,1,2,5,19,1,0.77,20.09,6.83,9.2
3,1,1,1,1,1,8,7,18,4,0.2,10.3,11.77,14.5
1,1,1,0,1,1,34,2,11,3,0.16,17.1,290.7,298.0
2,2,1,1,3,1,4,5,16,1,0.73,50.0,40.0,48.8
3,1,3,0,2,1,3,4,8,5,0.39,6.82,3.58,5.8
0,0,3,1,1,1,29,2,15,5,0.29,12.57,127.59,134.0
1,2,2,1,1,1,17,6,16,0,0.84,37.13,89.42,103.0
3,0,3,0,2,1,6,5,15,6,0.6,3.0,2.52,7.4
4,1,4,1,1,1,22,3,19,1,0.37,17.95,72.4,78.8
2,0,2,1,3,1,6,5,19,1,0.73,18.73,19.1,23.7
2,1,4,1,8,2,38,7,21,1,0.79,50.0,149.29,170.0
0,2,3,1,1,1,4,6,17,1,0.53,35.23,16.44,18.6
2,1,1,1,2,0,8,4,8,4,0.12,37.23,74.46,78.6
2,1,1,1,1,1,16,5,12,2,0.77,28.86,92.35,106.9
0,2,2,1,1,1,29,3,19,2,0.41,33.45,274.85,294.4
1,0,1,1,1,1,24,1,17,5,0.12,8.29,198.96,206.8
1,0,1,1,2,2,47,2,15,6,0.25,13.79,324.06,300.0
0,2,1,1,2,1,44,7,13,1,0.22,45.63,286.82,297.6
1,1,1,1,1,1,39,4,14,5,0.48,16.02,156.2,171.3
0,1,4,0,1,1,27,2,10,5,0.73,16.25,120.66,134.4
1,1,3,1,2,1,20,5,11,2,0.28,20.13,56.36,58.7
0,0,1,0,1,1,42,6,17,0,0.27,8.58,60.06,61.8
4,0,1,1,1,1,46,2,21,4,0.53,7.9,181.7,197.2
2,0,1,1,1,1,9,7,14,1,0.36,16.3,20.96,25.5
3,0,3,1,2,1,27,1,8,5,0.46,7.12,134.57,145.0
4,1,3,1,1,1,4,2,14,0,0.49,16.01,22.41,25.6
2,0,3,1,4,0,18,3,19,6,0.81,24.26,101.89,116.6
0,1,1,0,3,1,32,2,20,3,0.22,22.9,366.4,300.0
2,0,5,0,4,1,20,1,13,2,0.21,20.13,161.04,163.9
2,0,4,0,8,1,27,6,10,1,0.69,32.8,81.18,90.8
3,0,3,1,1,1,5,2,13,2,0.69,4.88,8.54,8.9
2,1,3,1,6,1,36,5,8,1,0.9,50.0,252.0,286.0
0,0,2,0,1,0,46,3,11,6,0.33,9.64,125.64,133.6
1,1,2,1,1,0,4,5,21,0,0.95,21.03,14.3,16.0
1,0,2,1,4,1,16,6,13,1,0.44,13.51,30.62,35.2
3,0,3,1,6,1,21,5,8,1,0.26,11.36,33.4,36.3
2,2,2,1,2,2,24,3,9,6,0.3,50.0,340.0,300.0
1,0,5,1,1,1,21,6,21,3,0.4,8.14,11.4,14.7
5,2,5,1,1,1,6,2,9,1,0.4,21.55,25.86,30.8
3,2,1,1,3,1,30,3,16,4,0.13,20.25,202.5,206.1
0,1,4,1,1,1,3,5,18,1,0.72,20.8,6.86,10.1
0,1,1,1,1,2,24,1,17,0,0.91,24.21,581.04,300.0
0,1,1,1,3,1,16,4,13,2,0.15,24.77,99.08,103.5
0,2,1,0,1,2,12,4,18,6,0.5,42.24,126.72,137.1
0,1,3,1,1,1,6,5,21,2,0.75,18.12,15.22,20.4
0,0,4,1,1,2,32,5,20,0,0.6,12.84,45.2,52.2
1,0,2,1,2,1,48,1,21,2,0.81,11.98,488.78,300.0
0,0,2,1,1,2,6,5,20,4,0.13,13.36,13.63,16.2
4,0,2,1,1,1,45,3,12,4,0.43,8.29,105.7,117.0
0,0,2,0,3,1,27,5,17,6,0.71,12.41,56.96,65.2
2,1,2,1,1,1,2,7,10,0,0.36,31.49,7.65,13.8
2,1,3,1,2,2,38,3,19,6,0.86,40.12,355.73,300.0
5,1,2,1,1,1,25,4,10,3,0.44,11.38,60.46,66.5
0,0,3,0,1,1,39,3,11,3,0.35,7.84,71.34,78.2
1,0,2,1,1,1,16,7,14,2,0.61,9.6,18.65,23.0
5,1,1,1,2,1,38,7,13,1,0.53,15.48,84.03,93.9
4,1,2,1,2,2,8,1,14,3,0.3,20.88,141.98,151.2
4,1,5,1,3,1,27,7,20,5,0.92,20.91,32.26,40.3
1,0,3,1,1,1,23,5,16,2,0.8,10.25,33.0,38.8
0,1,2,1,1,0,26,1,14,6,0.88,18.56,410.18,300.0
3,1,1,1,3,1,43,1,9,6,0.47,12.06,518.58,300.0
5,1,2,1,1,0,14,1,15,6,0.71,13.71,163.15,182.1
2,0,1,1,2,1,12,5,10,0,0.53,19.13,45.91,50.7
2,2,2,1,2,1,38,1,9,3,0.74,49.98,1614.35,300.0
1,0,4,1,2,1,12,7,9,0,0.6,9.25,8.72,10.1
4,0,2,1,1,0,10,1,17,3,0.42,7.55,64.18,71.2
0,1,4,1,2,1,13,2,21,2,0.86,19.51,69.75,79.1
1,1,1,0,1,1,35,6,11,5,0.41,14.0,81.67,84.8
2,0,1,0,4,1,21,5,17,3,0.57,18.41,77.32,90.0
2,1,3,1,2,0,20,6,16,6,0.12,34.24,79.89,85.1
0,0,3,1,1,1,8,1,13,6,0.3,10.51,58.86,64.6
0,1,3,1,2,0,29,6,13,3,0.38,20.92,70.78,77.9
3,1,4,0,2,1,19,7,13,0,0.63,6.66,9.94,10.9
1,0,2,1,1,1,26,6,9,0,0.49,8.51,31.35,35.2
2,1,3,1,1,1,7,1,12,2,0.84,29.52,144.65,167.5
0,0,1,1,1,1,9,5,17,0,0.9,9.57,17.23,20.8
2,1,3,1,2,1,17,2,20,1,0.3,31.53,187.6,198.7
2,0,3,0,1,1,1,1,19,2,0.87,12.69,8.88,12.9
0,1,3,0,1,0,43,2,19,3,0.22,16.08,242.0,250.0
1,1,3,1,1,1,18,6,8,6,0.69,20.03,42.06,49.8
0,2,2,0,2,2,7,7,14,6,0.42,44.66,37.96,40.5
0,0,2,0,2,1,15,7,20,1,0.11,10.72,19.53,21.7
5,0,1,1,1,0,25,5,13,5,0.15,8.14,40.7,43.9
1,0,3,1,1,1,12,4,12,5,0.68,8.74,18.35,21.7
4,0,4,1,4,1,31,7,11,3,0.94,14.22,34.64,43.0
1,0,1,1,1,1,49,2,11,5,0.74,8.45,207.02,232.1
3,2,2,1,2,1,47,6,20,6,0.26,22.93,152.68,162.5
4,0,4,1,1,1,13,5,13,1,0.59,8.81,12.6,18.6
2,1,1,1,2,1,5,7,20,4,0.23,31.9,22.79,25.1
2,1,2,1,2,1,8,2,12,4,0.18,32.32,109.89,117.2
2,0,3,1,4,0,27,5,16,2,0.4,26.95,101.87,110.7
1,0,1,0,1,2,14,5,17,6,0.23,7.04,19.71,22.0
5,2,3,0,1,1,19,3,19,6,0.62,17.82,79.0,85.6
4,0,2,1,2,2,47,2,16,4,0.75,13.11,261.87,290.3
5,1,5,1,1,1,32,4,19,5,0.95,14.3,45.76,56.9
0,0,1,1,1,1,28,1,15,4,0.79,11.03,308.84,300.0
3,1,4,1,1,2,42,3,16,1,0.74,10.73,82.62,95.0
5,0,3,1,1,1,4,6,16,2,0.96,7.22,3.37,5.5
0,0,3,1,1,1,30,2,14,0,0.9,12.03,126.31,146.7
0,0,1,0,1,1,21,3,14,6,0.42,7.46,52.22,55.9
3,0,4,0,1,1,39,6,12,3,0.51,3.0,10.73,12.6
2,2,4,0,8,0,41,4,11,1,0.96,50.0,281.88,300.0
4,0,2,0,4,1,25,2,14,0,0.74,7.53,80.01,88.4
0,1,2,1,1,1,17,6,16,0,0.6,19.7,47.44,54.9
4,2,2,0,1,1,49,6,18,2,0.39,24.21,168.06,177.9
0,0,2,1,2,2,33,2,12,0,0.62,16.8,235.62,261.7
0,2,2,0,1,0,19,4,21,4,0.95,32.96,133.08,152.9
0,1,1,1,1,0,31,1,13,2,0.66,18.62,577.22,300.0
4,1,1,0,1,1,48,4,15,4,0.52,14.72,176.64,192.5
3,1,3,1,1,0,29,5,11,5,0.34,10.36,42.06,47.9
2,0,2,0,3,1,10,4,20,5,0.81,17.18,36.51,41.2
1,0,5,1,3,1,47,1,15,2,0.97,11.03,207.36,240.0
4,0,1,0,1,1,1,5,19,3,0.65,5.34,2.0,4.3
1,2,4,1,1,1,3,3,19,0,0.62,34.02,18.71,24.2
4,0,3,1,2,1,14,6,16,4,0.45,8.81,14.39,16.7
2,2,2,0,1,1,23,4,10,6,0.8,43.22,211.24,234.8
1,0,1,0,1,2,3,1,13,2,0.9,7.54,22.62,23.3
2,1,5,1,2,1,22,6,9,4,0.76,34.39,50.44,58.2
1,1,2,1,1,1,11,6,11,2,0.69,17.57,27.38,30.2
3,2,2,0,1,0,6,3,17,2,0.94,15.45,26.26,31.7
2,0,5,1,3,0,23,2,10,6,0.35,22.29,102.53,110.1
0,0,1,1,1,0,49,5,21,3,0.56,11.05,108.29,121.8
4,2,1,0,1,2,13,3,14,6,0.87,28.16,122.03,140.3
1,2,1,1,3,0,13,4,19,3,0.28,43.48,141.31,148.5
2,0,1,0,2,1,7,2,19,3,0.46,12.92,45.22,49.4
5,1,3,0,2,0,5,4,21,4,0.21,12.25,10.72,16.8
3,0,1,0,1,1,12,3,13,6,0.86,3.0,12.0,13.5
0,1,1,1,1,1,44,4,11,0,0.18,18.99,208.89,217.2
5,1,3,1,3,1,16,4,15,5,0.6,19.47,54.52,63.5
3,1,5,1,2,1,31,6,16,3,0.79,10.0,20.67,26.2
1,0,2,1,2,1,36,7,9,4,0.14,9.88,43.19,47.9
0,0,2,0,2,1,43,6,20,2,0.67,10.77,65.61,73.2
4,1,1,1,1,1,27,7,9,3,0.87,17.38,67.04,77.3
3,1,2,0,2,1,38,7,8,3,0.94,6.31,29.12,33.1
2,2,2,0,1,1,30,3,13,1,0.31,39.82,338.47,300.0
4,1,3,0,1,1,41,6,13,5,0.12,13.44,64.29,66.6
4,0,5,0,1,1,0,6,19,0,0.54,5.06,2.0,8.1
0,0,1,1,1,0,31,7,12,2,0.53,11.9,52.7,58.8
1,1,3,0,1,1,11,1,14,4,0.27,13.2,101.64,104.2
0,1,3,1,1,0,36,4,20,5,0.51,22.91,144.33,158.8
3,1,2,0,1,1,30,5,21,1,0.77,5.94,30.29,36.9
0,0,3,1,4,1,28,7,9,1,0.39,16.67,46.68,50.7
2,0,2,1,1,2,37,3,11,5,0.88,17.14,179.68,206.2
4,2,1,0,2,1,28,7,17,4,0.38,34.71,138.84,147.5
4,1,1,1,1,1,40,3,13,4,0.53,14.96,199.47,217.1
1,0,2,1,1,1,20,4,11,2,0.47,9.0,38.25,41.3
