service_type,priority_score,is_walk_in,party_size,age_bracket,queue_length_ahead,active_counters,hour_of_day,day_of_week,rolling_velocity_mins,queuing_theory_baseline,actual_wait_mins
1,2,1,1,1,36,2,18,0,19.57,225.14,240.0
1,1,0,1,2,22,3,12,4,19.04,283.06,240.0
1,3,1,1,1,5,3,16,3,19.32,18.99,21.1
2,2,1,1,1,6,1,10,3,27.66,108.77,113.8
0,3,0,1,1,16,3,18,2,5.27,16.23,18.2
0,3,1,1,2,12,6,11,5,12.55,15.66,17.3
2,2,0,1,1,3,3,13,2,29.35,28.38,37.0
0,5,1,1,1,12,3,12,5,9.85,14.28,17.2
2,2,1,1,1,28,4,17,4,29.14,130.35,157.9
0,3,0,1,2,44,1,10,0,7.99,186.86,210.3
2,3,1,1,1,5,6,14,0,31.83,23.88,32.0
0,2,0,2,1,2,3,10,1,6.69,5.41,8.4
2,2,1,1,1,43,2,18,3,35.0,531.88,240.0
1,3,1,3,1,6,6,13,3,25.48,21.33,30.5
2,2,0,2,1,43,1,14,1,35.0,909.35,240.0
0,2,0,1,2,14,3,16,1,6.79,19.94,17.8
1,3,0,3,0,7,3,14,0,25.87,39.33,51.2
2,1,1,1,1,27,1,14,5,27.09,521.72,240.0
1,1,1,1,1,5,5,17,1,16.3,16.88,22.3
1,1,1,2,1,4,4,12,3,19.04,19.1,24.5
1,2,0,2,1,16,4,9,4,18.99,47.39,57.7
0,4,1,2,0,21,4,11,2,11.95,28.98,35.6
1,2,1,2,1,45,2,12,6,20.18,276.34,240.0
1,5,1,1,1,21,6,13,1,18.15,24.01,33.4
2,1,1,1,1,30,1,12,0,26.79,572.15,240.0
0,3,1,3,1,30,1,14,6,14.19,213.51,240.0
0,2,1,1,1,36,6,17,1,8.26,32.24,40.3
2,1,1,1,2,34,2,11,2,35.0,450.8,240.0
2,3,1,2,2,10,3,9,2,35.0,66.41,71.9
0,1,1,1,2,37,5,15,3,12.1,68.11,94.5
1,1,0,1,1,28,1,12,2,12.75,254.03,240.0
0,2,1,1,1,2,2,11,2,10.76,7.97,12.2
0,3,0,1,1,37,2,10,5,5.41,50.51,54.0
0,2,1,1,2,35,5,16,6,11.99,52.52,54.7
0,1,0,1,1,13,5,11,5,6.68,12.41,18.0
1,1,1,2,0,40,2,15,1,25.96,372.48,240.0
0,1,0,1,0,13,1,13,3,5.9,56.33,75.9
2,1,1,1,0,39,6,14,2,35.0,169.77,225.0
2,4,1,1,0,38,2,9,0,29.97,235.45,240.0
1,4,1,1,1,5,6,17,5,15.2,9.83,16.9
1,5,1,1,0,36,5,12,5,18.08,42.02,47.8
0,3,1,1,1,21,5,10,4,8.51,19.31,20.8
1,4,0,1,1,31,5,18,3,14.21,75.01,90.2
1,3,0,1,1,8,2,9,4,15.27,38.83,43.5
0,5,0,2,1,2,3,10,1,7.38,2.46,5.1
2,3,0,1,2,26,3,10,6,34.01,157.79,159.0
1,2,1,1,1,14,5,18,2,17.49,35.31,47.6
2,2,0,1,1,33,5,15,1,30.1,129.63,168.6
1,2,0,1,1,18,3,14,3,14.11,54.65,73.0
1,2,1,1,1,19,6,11,0,19.9,38.93,46.3
0,2,0,1,1,39,5,9,2,6.14,28.94,30.2
2,3,0,2,0,32,6,15,3,35.0,104.32,135.6
2,3,0,1,2,6,4,9,1,35.0,29.56,33.1
0,1,1,2,2,33,5,16,0,16.31,76.68,89.2
0,1,1,1,2,21,2,13,1,13.63,105.77,144.4
0,4,1,3,0,23,3,13,6,16.87,56.6,76.3
1,2,1,1,0,32,5,17,5,20.94,97.93,120.0
2,2,1,1,2,3,4,10,5,35.0,20.42,20.5
0,4,1,1,1,15,5,18,3,8.68,18.07,23.6
1,1,1,1,0,35,5,10,4,19.89,98.28,112.8
0,2,1,1,1,27,6,14,1,10.74,221.6,240.0
2,1,1,1,1,24,1,11,6,33.65,578.49,240.0
1,4,1,1,1,14,4,10,4,18.63,25.89,30.4
1,3,1,1,0,41,3,13,5,21.22,148.55,196.3
0,2,0,1,2,25,3,11,0,8.25,42.16,46.2
0,4,0,1,0,15,1,13,0,6.24,38.51,50.6
0,4,0,3,1,9,1,14,2,10.12,38.51,53.9
0,3,0,1,0,4,6,16,0,6.72,2.37,4.8
2,4,1,2,1,5,2,17,0,35.0,45.27,61.2
1,3,1,1,2,35,2,17,0,21.14,230.14,240.0
2,2,1,3,2,6,1,13,1,35.0,138.82,182.0
2,2,1,1,1,29,2,12,4,27.68,248.53,240.0
1,1,0,1,1,35,3,17,0,13.86,122.57,144.4
1,1,1,1,1,12,1,10,2,15.97,153.13,155.8
2,3,0,1,0,21,3,10,2,31.13,116.55,116.6
1,1,0,1,1,43,6,15,0,13.91,74.6,94.7
0,2,0,1,1,45,3,11,3,6.6,62.37,65.6
0,1,1,1,1,4,1,12,2,9.69,30.52,33.0
0,2,1,3,2,36,2,17,0,16.68,184.04,222.7
2,2,1,1,0,31,3,13,5,32.54,209.95,240.0
1,3,0,2,1,22,6,18,1,16.75,36.42,43.5
0,5,0,2,1,3,4,15,4,7.7,44.17,55.9
1,4,1,2,1,33,6,13,0,25.06,61.66,84.0
1,2,1,2,1,26,4,16,5,19.23,76.31,80.9
0,5,1,1,0,18,6,10,4,11.41,9.91,14.1
0,2,1,2,0,14,3,11,1,13.51,39.39,44.1
1,2,1,2,1,45,3,12,1,19.72,183.33,182.5
1,1,1,1,0,14,6,14,1,18.11,35.1,48.0
1,4,1,1,2,40,6,10,5,24.52,67.07,69.7
1,1,0,2,2,13,1,17,1,24.2,228.42,240.0
2,2,1,3,0,43,1,18,2,35.0,909.35,240.0
1,3,0,1,0,3,4,18,5,16.39,56.05,65.4
1,2,1,1,1,10,4,12,4,20.01,38.17,43.6
2,1,1,1,1,25,3,9,6,34.14,211.02,211.1
0,2,1,1,0,39,5,16,1,10.17,47.64,50.9
0,3,0,1,1,35,5,12,1,5.17,21.67,25.2
0,1,1,1,1,21,5,10,3,8.5,26.58,30.3
1,3,1,2,1,34,2,18,5,21.53,186.67,220.0
1,4,1,2,1,3,5,17,5,18.68,10.53,15.7
1,5,1,1,1,28,3,10,1,18.1,48.98,47.2
0,2,1,2,1,2,2,18,0,11.64,138.2,165.3
0,1,1,1,2,13,2,17,2,13.38,65.1,79.8
0,2,0,1,1,32,2,17,3,5.57,54.69,63.7
0,3,1,1,1,34,2,18,1,8.81,76.68,94.7
1,4,0,2,1,21,3,10,4,19.62,60.61,73.6
0,4,1,2,0,7,1,16,3,13.29,47.37,49.0
0,4,1,1,0,42,5,14,1,11.29,40.12,57.6
2,3,1,3,1,27,3,14,6,35.0,166.93,219.4
0,3,1,1,2,27,1,17,6,11.87,160.88,193.1
1,1,1,1,1,9,1,10,5,15.8,117.37,117.7
1,2,0,1,1,29,5,11,0,12.35,44.95,48.0
0,4,1,1,1,4,3,10,5,10.44,6.85,9.2
1,3,0,1,2,44,6,18,5,18.0,70.3,84.1
2,2,1,3,1,38,2,10,3,35.0,429.98,240.0
2,1,0,1,1,36,5,13,6,29.5,158.53,207.4
0,1,0,3,1,23,5,11,4,10.1,33.83,40.9
2,2,1,2,1,43,1,10,6,34.32,891.6,240.0
0,4,1,1,1,33,3,15,3,8.86,41.74,57.8
0,1,1,1,1,45,5,17,3,8.96,59.62,70.3
0,1,1,1,1,35,5,18,6,10.45,55.36,66.3
2,3,0,1,0,17,2,9,6,31.58,147.21,148.5
0,1,0,4,0,6,6,11,2,12.69,9.43,11.0
0,1,0,3,1,7,4,9,1,8.54,12.06,17.0
1,1,1,1,0,35,4,14,6,21.13,138.11,183.2
0,2,1,4,1,44,5,17,5,18.77,103.96,127.5
0,2,1,2,2,4,5,17,5,15.73,13.56,19.2
0,4,1,1,1,12,1,13,2,10.1,51.42,71.2
0,2,1,1,0,37,5,10,4,11.97,53.38,62.8
0,3,0,2,1,23,1,16,0,7.84,97.36,109.7
0,1,1,1,0,14,1,10,6,10.07,104.32,107.7
1,3,0,1,1,31,2,11,0,13.18,104.76,117.5
0,2,1,2,2,3,4,17,4,13.02,11.12,18.0
0,1,1,1,2,44,6,17,1,12.3,134.44,162.6
2,3,1,3,1,10,3,11,5,35.0,63.33,69.3
0,1,1,3,2,44,1,15,3,16.45,513.89,240.0
1,2,1,1,0,10,1,18,6,21.08,131.99,158.3
0,3,1,2,1,41,3,15,0,11.87,83.89,110.7
0,3,1,1,1,34,1,10,4,9.41,161.29,180.2
0,4,0,1,0,11,5,18,2,6.83,9.25,13.1
0,4,0,2,1,15,6,10,2,7.91,8.21,9.5
0,3,0,1,1,23,2,18,6,6.66,40.24,48.8
0,4,1,1,1,30,1,12,2,10.26,121.78,126.2
0,1,1,1,1,38,3,16,1,10.56,94.49,93.4
0,2,1,2,1,24,1,12,6,12.69,186.3,188.7
0,1,1,2,0,23,5,15,3,12.93,45.63,61.1
0,1,0,1,1,36,1,11,1,6.35,165.77,170.1
0,2,0,3,2,1,5,9,6,11.28,2.0,6.8
1,4,0,1,0,38,3,15,6,15.43,80.09,107.4
1,2,1,2,0,15,1,12,4,22.75,211.73,237.8
0,2,1,1,2,27,4,9,0,11.37,49.69,58.5
1,2,0,1,2,5,3,13,1,15.26,20.33,29.4
1,2,0,1,1,35,6,11,0,13.77,48.42,52.2
0,3,0,1,2,27,6,15,6,8.42,22.75,30.6
2,2,0,4,1,17,5,10,0,35.0,72.98,84.4
2,4,1,1,1,35,1,17,1,33.86,469.54,240.0
0,1,0,1,1,29,4,11,1,6.06,31.37,35.4
0,4,0,2,1,4,1,17,1,7.13,14.21,15.0
1,1,0,1,2,16,1,13,3,16.53,190.55,240.0
1,2,1,1,2,43,3,18,4,19.03,168.32,199.9
0,5,0,1,1,6,3,15,4,6.85,6.35,10.1
0,2,0,1,1,32,6,18,6,6.45,23.0,27.5
0,2,0,1,2,8,4,16,1,8.21,10.77,12.9
0,3,0,3,1,17,5,9,6,9.44,16.04,18.7
1,1,1,1,2,0,4,14,0,18.79,7.3,10.2
0,1,0,1,1,16,4,12,0,5.71,19.92,23.7
0,1,1,1,1,18,3,9,1,10.18,45.3,45.6
1,1,1,3,2,31,4,18,3,31.98,183.73,221.9
0,4,0,1,2,27,1,16,4,7.12,80.11,93.1
0,4,1,1,1,11,1,12,4,10.38,49.36,58.8
1,2,1,2,0,24,1,17,3,25.71,376.14,240.0
2,3,0,1,1,32,4,17,3,26.13,122.86,149.2
1,1,1,1,1,42,3,9,1,18.18,180.34,188.7
1,1,1,1,1,32,2,11,5,17.52,200.25,202.5
0,3,1,1,2,16,3,18,0,11.48,34.44,39.1
0,2,1,1,0,9,6,17,0,9.48,11.9,15.4
1,1,1,1,0,32,3,17,4,18.31,142.9,171.0
0,3,0,1,1,40,1,10,3,5.15,103.76,107.4
0,5,1,1,2,20,1,13,3,13.5,79.77,108.1
0,2,1,1,0,30,1,18,4,9.51,173.18,207.2
0,1,0,1,1,6,6,11,4,5.24,3.76,2.2
0,2,1,4,0,41,2,10,6,20.97,263.38,240.0
0,2,1,1,1,29,1,17,6,9.71,170.59,203.1
0,3,0,3,1,14,5,9,2,9.4,13.29,16.6
0,4,1,1,1,17,6,18,6,9.3,14.28,22.4
2,4,1,1,1,45,4,13,5,31.63,147.24,194.1
1,4,1,1,0,2,1,18,2,19.25,21.13,27.0
1,2,1,1,1,6,4,16,3,15.12,14.36,16.9
1,2,1,2,0,32,5,10,3,27.2,104.91,106.0
0,3,0,2,1,41,2,18,5,7.69,80.69,94.4
0,3,1,2,1,39,3,16,5,10.83,72.77,72.9
1,1,1,1,1,15,2,14,0,17.87,100.34,132.4
1,2,0,1,1,24,6,16,3,12.93,31.4,32.4
1,1,1,2,1,13,5,10,4,22.07,42.15,49.3
0,4,1,1,1,26,1,9,0,8.94,96.0,110.5
0,2,0,1,1,12,5,12,5,5.74,11.37,10.3
0,3,1,2,1,28,2,14,4,12.6,91.44,123.8
0,2,0,1,1,45,5,10,6,5.27,28.94,28.6
1,3,1,1,1,2,6,10,5,17.26,3.17,4.9
1,1,0,4,1,45,1,13,4,22.29,710.3,240.0
0,3,0,1,0,24,2,14,4,6.09,39.94,53.3
2,1,1,1,2,29,5,11,3,35.0,150.29,154.5
1,2,0,1,1,40,6,14,2,14.47,62.13,86.1
0,1,0,1,1,40,1,10,2,5.21,150.91,152.2
0,2,0,1,0,2,1,16,4,6.94,12.46,18.1
0,3,0,1,1,23,5,17,5,6.56,17.2,19.1
0,3,0,1,1,20,6,13,1,6.6,13.54,22.0
0,1,1,1,1,33,5,10,4,8.39,39.67,49.3
0,2,0,1,1,4,2,14,3,5.23,9.6,12.3
0,4,1,2,1,43,6,17,5,11.97,41.81,52.9
0,3,0,2,1,36,4,18,3,6.71,34.35,41.5
2,1,1,1,2,21,5,12,5,35.0,114.33,115.4
0,2,0,2,1,14,3,13,3,6.65,20.52,29.3
1,2,0,1,1,22,5,9,1,11.99,32.83,34.0
0,1,1,1,0,41,6,9,6,11.4,55.21,60.6
2,3,1,1,1,18,2,12,2,30.59,145.31,146.3
0,2,1,1,1,27,2,9,4,9.75,86.32,101.8
0,1,1,1,1,12,4,13,0,8.77,23.34,34.4
2,2,1,1,1,35,1,9,3,34.49,731.86,240.0
2,3,0,2,1,36,5,9,2,29.99,108.05,108.8
1,2,1,1,1,14,6,15,2,19.81,34.96,48.8
0,1,1,1,1,5,1,16,1,9.83,38.65,43.5
0,3,0,1,0,7,1,11,0,6.67,26.02,29.9
1,1,0,1,0,34,1,12,3,17.42,718.95,240.0
2,3,1,3,1,26,1,17,1,35.0,459.78,240.0
1,4,0,1,1,20,5,18,3,15.33,29.56,39.2
1,5,0,1,1,5,3,16,1,12.56,8.24,8.4
0,2,1,2,1,14,3,9,6,12.05,36.86,42.3
1,2,1,1,2,7,1,18,0,23.76,106.93,129.8
0,4,0,1,1,45,2,9,0,5.21,46.26,55.3
0,1,1,1,2,12,3,11,4,12.01,36.9,46.0
0,1,0,1,2,29,6,17,2,7.34,26.26,28.1
1,2,0,2,1,12,6,11,5,19.99,24.54,25.6
0,4,1,1,1,32,2,14,4,10.83,71.23,92.3
0,2,0,1,1,10,4,13,3,5.52,11.79,16.7
1,2,0,1,0,14,6,16,3,15.43,23.34,23.8
0,3,0,1,0,43,2,12,0,5.74,63.48,73.3
1,2,1,1,1,7,4,13,5,16.33,23.99,36.3
0,1,1,1,1,10,6,10,4,8.7,11.69,15.4
0,2,0,1,0,2,3,18,1,6.69,28.15,33.0
1,2,1,1,1,39,3,12,6,15.46,125.1,130.3
0,2,0,1,1,43,2,12,2,6.42,86.3,86.0
0,3,1,1,2,10,1,9,3,13.61,75.39,79.1
0,2,1,1,1,33,3,10,3,8.8,61.33,64.2
0,4,0,2,1,27,3,14,5,7.05,28.65,38.2
2,2,0,1,1,39,3,18,3,27.45,221.91,240.0
0,2,0,1,2,36,6,18,4,6.82,27.11,33.1
1,3,1,1,1,2,4,10,4,18.69,7.32,12.3
0,3,1,1,1,22,5,9,4,10.27,25.67,31.7
1,2,1,1,1,22,1,10,1,18.6,317.61,240.0
1,1,1,3,1,25,2,11,5,24.44,232.04,234.8
1,2,0,2,1,6,5,10,4,17.41,12.96,18.5
0,1,0,1,1,23,2,18,0,6.58,56.12,65.2
0,1,1,2,1,33,1,14,1,13.58,318.94,240.0
0,2,0,1,0,6,3,9,0,5.86,10.51,14.4
2,3,1,2,2,33,6,9,4,35.0,97.44,113.1
1,2,0,1,1,23,1,11,0,15.07,220.05,240.0
2,1,1,2,0,1,1,18,2,35.0,38.38,46.1
0,1,1,1,0,28,5,11,2,11.03,44.02,46.2
1,2,0,1,2,13,2,17,5,17.05,79.81,94.8
2,3,1,1,1,0,2,12,6,27.04,9.28,11.9
0,4,0,1,0,36,5,12,1,7.4,23.74,29.1
0,5,1,1,1,28,5,10,3,8.85,14.39,21.0
1,4,1,1,1,4,6,16,3,15.48,4.44,7.1
1,2,0,1,1,30,5,10,0,13.19,47.84,58.0
1,3,0,3,1,32,4,15,3,23.48,99.85,131.4
0,1,1,1,0,26,5,14,5,10.92,44.75,57.2
1,1,1,1,0,25,2,18,1,18.96,171.71,203.5
0,1,0,1,2,19,2,12,1,7.52,52.3,51.8
0,1,1,1,1,13,2,13,6,8.09,39.54,53.1
0,1,1,2,2,28,6,14,3,16.59,59.89,78.0
1,4,0,2,1,33,3,15,6,18.16,83.41,108.2
1,2,0,1,1,8,3,9,6,15.2,25.76,27.3
1,3,1,1,2,42,2,16,1,21.37,229.63,231.8
0,4,0,1,1,40,4,16,6,6.73,26.49,24.2
2,5,1,1,1,25,4,15,6,32.99,69.79,94.6
0,4,0,2,0,19,6,12,2,8.7,15.25,18.3
1,3,1,1,2,3,2,10,6,20.8,29.65,34.7
0,2,1,1,0,27,5,17,0,10.87,53.04,65.1
0,2,1,2,1,41,4,11,1,10.1,62.61,66.0
0,3,0,2,1,27,6,12,4,6.68,17.93,19.6
0,4,1,1,1,44,4,18,2,9.42,43.76,54.2
1,5,1,1,2,17,3,16,2,21.31,38.35,42.9
1,3,0,1,1,12,4,18,0,12.5,23.23,29.9
0,2,0,2,2,33,5,9,6,9.93,39.84,41.6
2,5,0,2,2,3,4,18,5,35.0,37.33,46.3
0,5,0,1,1,11,3,17,1,5.68,10.85,15.0
1,2,0,2,1,5,1,10,4,15.87,77.32,87.9
2,2,1,2,1,25,4,16,0,34.79,139.43,162.8
1,3,1,1,1,26,4,18,1,17.78,62.27,77.2
0,2,0,2,1,42,3,12,1,7.47,66.11,64.6
2,3,1,1,2,5,1,11,0,35.0,99.62,114.0
1,1,1,1,0,36,3,16,3,19.47,166.01,167.2
0,2,1,2,0,13,6,9,0,11.78,17.23,24.3
0,2,0,1,2,13,1,11,4,8.53,74.58,81.4
1,3,1,1,1,40,6,18,6,18.59,67.05,83.6
1,1,0,1,0,17,6,16,3,15.74,31.91,34.6
1,1,0,1,1,14,6,14,1,14.72,29.75,40.8
2,4,0,4,2,15,6,10,3,35.0,34.45,35.3
1,2,0,3,1,41,2,9,6,20.17,250.58,240.0
0,2,1,1,1,25,3,12,4,9.44,50.31,58.4
0,3,0,1,1,13,1,12,0,6.77,45.33,53.7
0,2,1,2,1,13,4,15,4,12.73,29.27,41.0
1,3,0,2,0,32,3,12,2,18.19,102.0,104.1
0,2,1,3,2,2,6,9,6,17.32,4.03,9.1
1,3,1,1,2,27,4,12,6,18.87,68.63,72.8
1,2,0,1,1,40,3,11,5,12.93,106.09,104.4
2,4,1,1,0,14,2,18,6,35.0,105.94,128.7
0,2,0,1,1,45,3,10,4,6.1,55.93,64.4
1,2,0,1,0,6,6,11,4,16.31,10.64,9.8
0,5,0,2,1,45,4,12,4,6.56,24.22,28.0
1,3,1,1,1,14,3,13,3,18.87,49.01,66.4
0,3,1,1,0,9,2,10,0,9.81,23.14,29.9
0,1,1,4,1,11,3,15,5,17.8,51.78,72.5
1,2,0,1,0,31,3,17,3,15.14,98.98,113.9
0,2,1,1,1,38,2,14,3,9.05,106.31,143.6
0,1,1,1,1,5,5,17,3,9.94,16.4,20.8
1,2,1,1,0,26,6,10,4,21.63,61.96,72.4
1,5,0,1,1,33,2,14,1,13.79,68.46,84.8
1,1,0,3,0,13,1,17,5,24.14,227.85,240.0
1,1,1,1,2,16,5,15,1,22.4,58.44,79.1
1,1,1,1,0,15,1,16,3,17.88,232.98,235.0
0,3,1,1,1,36,3,11,6,10.71,63.86,65.4
0,2,0,1,1,41,3,12,4,5.51,48.29,57.4
0,2,1,3,2,31,6,10,6,17.47,54.1,57.3
2,3,1,1,2,35,6,17,0,35.0,110.74,133.4
1,1,1,1,1,26,3,13,2,17.14,110.71,143.2
0,2,0,1,1,3,5,12,0,6.4,5.47,10.6
0,1,1,2,0,3,2,17,6,13.54,19.35,26.1
2,1,1,1,1,5,1,14,4,35.0,136.38,178.7
0,1,1,3,1,14,5,15,4,15.85,37.07,51.3
1,2,0,2,1,43,4,11,3,17.06,110.03,113.6
1,2,0,2,0,29,6,10,4,17.32,50.53,57.9
1,1,1,1,1,24,4,18,2,18.61,84.21,104.9
0,1,1,1,1,15,1,15,6,9.47,104.26,142.8
2,1,0,1,1,33,1,13,2,25.25,592.03,240.0
2,1,1,1,1,17,5,17,0,27.75,75.57,92.9
1,1,1,4,1,10,5,17,1,34.12,58.96,74.6
1,1,0,1,1,43,2,15,0,15.08,232.3,240.0
2,5,1,2,0,18,5,11,3,35.0,40.29,43.9
1,2,0,1,1,42,3,12,6,15.91,137.31,133.3
0,3,1,1,2,36,2,11,1,12.61,123.41,127.2
1,3,1,2,1,30,2,9,4,20.31,155.13,178.6
1,3,1,1,1,44,4,16,1,15.49,84.3,88.6
0,3,1,1,2,5,1,10,5,13.3,42.37,46.8
1,2,1,1,1,9,3,10,1,17.36,36.1,40.9
2,2,1,1,0,6,1,12,3,35.0,138.82,143.0
2,4,0,2,1,18,2,16,0,35.0,157.01,173.8
0,1,0,3,2,40,4,11,2,9.84,69.9,72.5
0,1,0,2,1,17,3,16,1,7.49,32.15,30.7
2,1,0,1,1,33,5,14,6,27.28,134.55,179.5
1,3,1,1,1,44,5,16,2,17.24,77.3,80.2
0,2,0,1,1,19,4,9,3,5.46,17.37,22.0
2,4,1,1,1,35,4,11,6,27.18,93.62,97.3
2,2,1,1,1,25,5,18,0,29.9,98.66,123.8
1,2,0,2,1,39,4,16,2,17.29,102.11,103.8
1,2,1,1,2,26,5,9,5,19.77,64.25,66.1
0,2,0,3,1,20,5,17,1,9.92,27.6,34.6
0,3,0,2,1,19,3,13,5,6.66,22.93,33.4
0,2,1,1,2,26,4,13,5,11.21,47.08,63.4
1,2,1,1,0,22,4,11,0,16.92,57.25,69.6
0,1,1,1,1,23,2,13,5,10.58,89.86,116.2
0,2,1,1,1,41,1,11,6,8.96,237.92,240.0
0,2,1,3,1,10,3,14,4,12.21,30.06,44.9
1,4,1,3,1,5,3,13,1,26.36,24.82,31.9
2,4,1,4,1,4,4,12,0,35.0,26.16,32.3
0,2,1,3,1,1,1,17,6,13.2,12.62,16.0
0,1,0,2,1,18,6,15,5,7.88,20.13,28.6
1,3,1,1,0,26,2,14,0,19.01,126.95,172.1
0,1,1,1,1,14,1,17,4,10.92,110.42,133.0
0,2,1,1,1,23,5,18,4,9.04,28.7,36.6
0,1,0,1,1,28,3,18,3,5.18,37.38,45.7
0,2,1,1,2,40,5,15,0,11.26,58.16,80.1
0,2,1,1,2,23,2,12,0,13.11,95.22,111.1
0,2,0,1,1,12,6,16,6,6.89,10.05,13.3
0,4,1,1,1,23,2,17,4,10.55,1154.19,240.0
2,2,0,2,1,11,5,14,2,35.0,57.25,73.7
0,2,0,1,0,33,5,12,2,6.93,30.27,31.0
1,2,0,1,2,6,4,11,4,16.93,16.5,21.7
1,1,1,1,1,12,2,18,3,17.88,80.96,97.0
0,3,0,4,1,24,5,12,6,9.54,25.87,32.0
1,3,1,1,1,11,6,17,2,17.28,20.84,26.1
0,2,1,1,1,20,3,10,1,10.81,47.01,46.9
2,2,1,1,1,23,2,10,5,35.0,273.79,240.0
0,2,1,1,1,19,4,12,1,8.85,29.14,31.1
0,3,1,1,2,10,4,16,2,10.71,14.99,19.0
0,3,1,1,2,33,5,17,6,12.22,44.46,58.7
2,3,1,1,0,17,5,18,5,31.97,103.94,126.2
1,4,1,1,1,42,5,11,2,17.26,60.92,66.7
1,2,0,1,1,24,5,14,4,14.21,46.02,62.7
0,1,0,1,1,11,5,18,3,5.37,9.61,14.0
1,2,1,2,1,39,2,11,2,23.76,296.84,240.0
0,2,0,1,1,32,5,10,1,5.77,22.74,24.5
2,1,1,1,1,23,5,12,6,31.32,112.2,114.4
0,2,1,1,1,36,4,17,1,10.67,91.1,105.2
0,3,1,1,1,37,2,9,6,8.15,75.18,78.7
0,3,1,3,0,32,6,10,2,13.47,35.8,37.6
0,4,1,2,1,11,6,17,6,13.63,24.12,26.4
1,3,1,1,1,7,4,15,4,15.84,20.4,32.3
0,1,0,2,0,0,3,17,4,8.45,3.82,8.3
1,2,1,1,1,14,4,18,2,17.44,41.71,50.4
0,2,1,4,0,0,6,10,0,16.6,2.0,9.3
1,2,0,3,0,44,3,15,0,24.64,223.93,240.0
0,1,0,2,1,13,6,13,6,8.51,15.66,21.8
0,1,0,1,1,44,3,13,4,6.47,68.81,88.1
1,1,1,1,1,38,3,12,0,16.81,154.61,176.1
0,3,0,1,1,36,6,15,1,5.99,21.15,30.9
0,1,0,1,2,14,3,11,6,8.55,31.13,37.7
2,1,1,1,1,28,6,9,4,29.82,98.61,114.3
2,1,1,1,1,6,3,10,3,32.81,49.47,53.3
0,3,0,2,1,2,3,12,1,8.16,5.6,8.9
0,1,0,1,1,19,2,13,0,6.52,46.02,57.0
1,1,1,1,1,43,1,12,0,20.11,613.62,240.0
0,2,1,1,1,1,5,9,1,8.73,3.87,6.1
0,2,0,1,2,42,4,13,4,7.42,50.86,66.9
0,2,0,1,1,37,2,17,1,5.11,61.21,79.1
1,3,1,1,1,34,5,12,3,16.96,63.39,65.2
1,1,1,2,2,44,6,11,4,26.98,140.31,163.0
0,1,0,1,1,15,6,13,2,6.26,14.21,18.6
0,1,1,1,0,6,5,14,0,9.8,12.84,20.0
0,4,1,1,2,5,4,13,0,11.98,11.29,19.4
1,1,1,1,1,17,2,13,1,15.25,96.16,126.8
0,5,0,1,1,29,6,13,6,6.58,10.91,18.1
0,3,0,1,1,38,4,14,5,6.71,34.34,46.8
1,2,1,1,1,9,6,16,1,18.85,19.05,22.0
0,3,0,2,2,2,3,15,2,9.58,6.16,8.5
1,2,1,2,1,21,4,9,4,23.84,75.92,87.8
0,2,0,1,1,42,1,11,0,6.53,169.26,191.6
0,2,1,1,1,12,1,16,3,10.71,99.94,102.9
0,2,1,1,1,9,6,12,6,9.28,12.93,14.9
1,1,1,1,1,10,3,11,3,18.71,46.73,52.5
2,2,0,2,1,14,3,14,5,30.93,97.33,127.2
1,3,1,1,0,33,2,18,2,19.56,264.24,240.0
0,2,0,1,1,9,2,9,6,6.06,17.13,17.1
1,5,1,2,1,9,2,12,3,23.15,36.18,38.9
0,1,0,2,1,2,2,14,6,7.64,8.14,13.3
0,4,0,2,2,42,3,16,3,9.2,52.07,52.9
2,3,1,3,1,14,6,14,0,35.0,52.85,69.7
0,3,1,4,2,33,2,16,2,23.75,204.27,209.2
0,4,1,2,1,7,1,10,2,13.33,59.79,61.5
0,3,0,1,1,29,5,13,1,6.01,19.94,30.6
0,2,1,1,1,1,4,18,0,8.67,5.3,10.6
0,3,0,3,1,14,1,11,3,8.38,73.76,76.6
1,1,0,1,1,42,2,18,1,14.48,232.4,240.0
0,2,1,1,0,31,3,14,6,10.15,66.06,89.7
2,4,1,1,0,36,2,17,1,35.0,254.49,240.0
1,1,1,3,0,11,2,16,1,29.74,125.53,129.7
0,1,1,2,1,17,4,14,2,13.47,45.02,61.1
0,2,1,1,1,12,6,14,2,8.13,14.54,19.3
0,2,1,2,1,25,6,11,5,11.12,28.04,30.1
1,2,1,2,2,28,6,16,5,23.34,65.48,65.9
0,2,1,1,1,43,2,11,3,10.45,138.77,141.4
1,2,1,1,1,45,6,10,6,18.59,85.88,91.0
0,2,0,1,1,38,6,10,6,6.4,25.3,29.3
1,2,0,2,0,2,5,9,4,18.51,4.97,6.7
0,5,0,1,1,22,3,18,6,6.83,19.99,25.4
0,5,1,1,1,4,3,16,5,10.68,5.49,10.6
2,3,1,1,0,37,5,18,1,34.6,220.62,240.0
1,1,0,2,1,20,6,15,4,15.96,43.04,56.0
0,2,1,3,1,1,3,14,1,12.22,6.78,11.0
2,4,1,1,0,15,5,11,0,29.9,38.21,48.0
0,2,1,4,2,35,2,16,3,20.09,216.07,217.2
2,5,1,1,0,3,2,17,2,34.62,50.85,62.7
1,2,0,2,1,2,4,13,5,18.02,12.09,20.3
